,property_id,check_in_date,room_category,successful_bookings,capacity,occ_pct
100,16559,2-May-22,RT1,20,30.0,66.66666666666666
101,18560,2-May-22,RT1,21,30.0,70.0
102,19562,2-May-22,RT1,20,30.0,66.66666666666666
103,19563,2-May-22,RT1,14,30.0,46.666666666666664
104,17558,2-May-22,RT1,10,19.0,52.63157894736842
105,16558,2-May-22,RT1,12,19.0,63.1578947368421
106,17560,2-May-22,RT1,22,40.0,55.00000000000001
107,19558,2-May-22,RT1,16,40.0,40.0
108,19560,2-May-22,RT1,14,26.0,53.84615384615385
109,17561,2-May-22,RT1,15,26.0,57.692307692307686
110,16560,2-May-22,RT1,17,34.0,50.0
111,16561,2-May-22,RT1,11,18.0,61.111111111111114
112,16562,2-May-22,RT1,17,31.0,54.83870967741935
113,16563,2-May-22,RT1,25,41.0,60.97560975609756
114,17559,2-May-22,RT1,20,32.0,62.5
115,17562,2-May-22,RT1,9,20.0,45.0
116,17563,2-May-22,RT1,15,25.0,60.0
117,18558,2-May-22,RT1,8,15.0,53.333333333333336
118,18559,2-May-22,RT1,17,42.0,40.476190476190474
119,18561,2-May-22,RT1,24,33.0,72.72727272727273
120,18562,2-May-22,RT1,22,38.0,57.89473684210527
121,18563,2-May-22,RT1,14,27.0,51.85185185185185
122,19559,2-May-22,RT1,13,24.0,54.166666666666664
123,19561,2-May-22,RT1,20,36.0,55.55555555555556
124,17564,2-May-22,RT1,7,16.0,43.75
125,19562,2-May-22,RT2,15,23.0,65.21739130434783
126,18563,2-May-22,RT2,15,29.0,51.724137931034484
127,17561,2-May-22,RT2,23,36.0,63.888888888888886
128,17558,2-May-22,RT2,27,50.0,54.0
129,16562,2-May-22,RT2,21,43.0,48.837209302325576
130,16561,2-May-22,RT2,16,24.0,66.66666666666666
131,16558,2-May-22,RT2,14,22.0,63.63636363636363
132,19560,2-May-22,RT2,21,38.0,55.26315789473685
133,16563,2-May-22,RT2,23,38.0,60.526315789473685
134,16559,2-May-22,RT2,23,41.0,56.09756097560976
135,19559,2-May-22,RT2,19,41.0,46.34146341463415
136,19558,2-May-22,RT2,17,39.0,43.58974358974359
137,17559,2-May-22,RT2,26,39.0,66.66666666666666
138,16560,2-May-22,RT2,17,34.0,50.0
139,18562,2-May-22,RT2,17,34.0,50.0
140,18559,2-May-22,RT2,18,44.0,40.909090909090914
141,17563,2-May-22,RT2,28,44.0,63.63636363636363
142,17562,2-May-22,RT2,14,30.0,46.666666666666664
143,18558,2-May-22,RT2,14,30.0,46.666666666666664
144,17564,2-May-22,RT2,16,40.0,40.0
145,18561,2-May-22,RT2,25,40.0,62.5
146,18560,2-May-22,RT2,26,40.0,65.0
147,17560,2-May-22,RT2,23,45.0,51.11111111111111
148,19561,2-May-22,RT2,22,45.0,48.888888888888886
149,19563,2-May-22,RT2,20,45.0,44.44444444444444
150,19563,2-May-22,RT3,14,29.0,48.275862068965516
151,19562,2-May-22,RT3,18,29.0,62.06896551724138
152,19561,2-May-22,RT3,17,29.0,58.620689655172406
153,18562,2-May-22,RT3,18,29.0,62.06896551724138
154,17558,2-May-22,RT3,12,27.0,44.44444444444444
155,17562,2-May-22,RT3,12,27.0,44.44444444444444
156,19559,2-May-22,RT3,14,27.0,51.85185185185185
157,16559,2-May-22,RT3,20,32.0,62.5
158,16558,2-May-22,RT3,5,8.0,62.5
159,18561,2-May-22,RT3,18,25.0,72.0
160,18558,2-May-22,RT3,15,26.0,57.692307692307686
161,16561,2-May-22,RT3,13,21.0,61.904761904761905
162,16563,2-May-22,RT3,13,20.0,65.0
163,17560,2-May-22,RT3,13,25.0,52.0
164,18560,2-May-22,RT3,14,24.0,58.333333333333336
165,17559,2-May-22,RT3,9,16.0,56.25
166,17563,2-May-22,RT3,9,16.0,56.25
167,18559,2-May-22,RT3,9,23.0,39.130434782608695
168,19558,2-May-22,RT3,9,21.0,42.857142857142854
169,17564,2-May-22,RT3,9,24.0,37.5
170,16560,2-May-22,RT3,10,20.0,50.0
171,17561,2-May-22,RT3,10,19.0,52.63157894736842
172,16562,2-May-22,RT3,11,18.0,61.111111111111114
173,18563,2-May-22,RT3,11,23.0,47.82608695652174
174,19560,2-May-22,RT3,11,19.0,57.89473684210527
175,19559,2-May-22,RT4,2,3.0,66.66666666666666
176,16558,2-May-22,RT4,2,3.0,66.66666666666666
177,17558,2-May-22,RT4,4,6.0,66.66666666666666
178,19563,2-May-22,RT4,4,6.0,66.66666666666666
179,19558,2-May-22,RT4,4,7.0,57.14285714285714
180,19561,2-May-22,RT4,4,7.0,57.14285714285714
181,18561,2-May-22,RT4,5,9.0,55.55555555555556
182,16561,2-May-22,RT4,6,10.0,60.0
183,17560,2-May-22,RT4,6,13.0,46.15384615384615
184,17564,2-May-22,RT4,6,17.0,35.294117647058826
185,18560,2-May-22,RT4,11,15.0,73.33333333333333
186,19560,2-May-22,RT4,11,16.0,68.75
187,18559,2-May-22,RT4,9,19.0,47.368421052631575
188,17563,2-May-22,RT4,12,19.0,63.1578947368421
189,19562,2-May-22,RT4,8,14.0,57.14285714285714
190,17559,2-May-22,RT4,8,14.0,57.14285714285714
191,18558,2-May-22,RT4,10,20.0,50.0
192,18562,2-May-22,RT4,12,20.0,60.0
193,18563,2-May-22,RT4,11,18.0,61.111111111111114
194,16563,2-May-22,RT4,12,18.0,66.66666666666666
195,16559,2-May-22,RT4,12,18.0,66.66666666666666
196,16562,2-May-22,RT4,3,6.0,50.0
197,17562,2-May-22,RT4,3,6.0,50.0
198,16560,2-May-22,RT4,3,7.0,42.857142857142854
199,17561,2-May-22,RT4,3,4.0,75.0
200,19563,3-May-22,RT3,15,29.0,51.724137931034484
201,16559,3-May-22,RT1,17,30.0,56.666666666666664
202,18560,3-May-22,RT1,19,30.0,63.33333333333333
203,19562,3-May-22,RT1,19,30.0,63.33333333333333
204,19563,3-May-22,RT1,15,30.0,50.0
205,17558,3-May-22,RT1,9,19.0,47.368421052631575
206,16558,3-May-22,RT1,14,19.0,73.68421052631578
207,17560,3-May-22,RT1,19,40.0,47.5
208,19558,3-May-22,RT1,20,40.0,50.0
209,19560,3-May-22,RT1,14,26.0,53.84615384615385
210,17561,3-May-22,RT1,16,26.0,61.53846153846154
211,16560,3-May-22,RT1,19,34.0,55.88235294117647
212,16561,3-May-22,RT1,10,18.0,55.55555555555556
213,16562,3-May-22,RT1,14,31.0,45.16129032258064
214,16563,3-May-22,RT1,25,41.0,60.97560975609756
215,17559,3-May-22,RT1,20,32.0,62.5
216,17562,3-May-22,RT1,10,20.0,50.0
217,17563,3-May-22,RT1,16,25.0,64.0
218,18558,3-May-22,RT1,8,15.0,53.333333333333336
219,18559,3-May-22,RT1,18,42.0,42.857142857142854
220,18561,3-May-22,RT1,19,33.0,57.57575757575758
221,18562,3-May-22,RT1,23,38.0,60.526315789473685
222,18563,3-May-22,RT1,13,27.0,48.148148148148145
223,19559,3-May-22,RT1,12,24.0,50.0
224,19561,3-May-22,RT1,20,36.0,55.55555555555556
225,17564,3-May-22,RT1,6,16.0,37.5
226,19562,3-May-22,RT2,14,23.0,60.86956521739131
227,18563,3-May-22,RT2,14,29.0,48.275862068965516
228,17561,3-May-22,RT2,23,36.0,63.888888888888886
229,17558,3-May-22,RT2,26,50.0,52.0
230,16562,3-May-22,RT2,19,43.0,44.18604651162791
231,16561,3-May-22,RT2,16,24.0,66.66666666666666
232,16558,3-May-22,RT2,14,22.0,63.63636363636363
233,19560,3-May-22,RT2,25,38.0,65.78947368421053
234,16563,3-May-22,RT2,24,38.0,63.1578947368421
235,16559,3-May-22,RT2,26,41.0,63.41463414634146
236,19559,3-May-22,RT2,22,41.0,53.65853658536586
237,19558,3-May-22,RT2,16,39.0,41.02564102564102
238,17559,3-May-22,RT2,24,39.0,61.53846153846154
239,16560,3-May-22,RT2,16,34.0,47.05882352941176
240,18562,3-May-22,RT2,22,34.0,64.70588235294117
241,18559,3-May-22,RT2,19,44.0,43.18181818181818
242,17563,3-May-22,RT2,30,44.0,68.18181818181817
243,17562,3-May-22,RT2,15,30.0,50.0
244,18558,3-May-22,RT2,16,30.0,53.333333333333336
245,17564,3-May-22,RT2,16,40.0,40.0
246,18561,3-May-22,RT2,25,40.0,62.5
247,18560,3-May-22,RT2,25,40.0,62.5
248,17560,3-May-22,RT2,22,45.0,48.888888888888886
249,19561,3-May-22,RT2,21,45.0,46.666666666666664
250,19563,3-May-22,RT2,23,45.0,51.11111111111111
251,19562,3-May-22,RT3,18,29.0,62.06896551724138
252,19561,3-May-22,RT3,14,29.0,48.275862068965516
253,18562,3-May-22,RT3,17,29.0,58.620689655172406
254,17558,3-May-22,RT3,15,27.0,55.55555555555556
255,17562,3-May-22,RT3,12,27.0,44.44444444444444
256,19559,3-May-22,RT3,14,27.0,51.85185185185185
257,16559,3-May-22,RT3,21,32.0,65.625
258,16558,3-May-22,RT3,5,8.0,62.5
259,18561,3-May-22,RT3,15,25.0,60.0
260,18560,3-May-22,RT3,15,24.0,62.5
261,16562,3-May-22,RT3,8,18.0,44.44444444444444
262,16561,3-May-22,RT3,13,21.0,61.904761904761905
263,16563,3-May-22,RT3,13,20.0,65.0
264,18558,3-May-22,RT3,13,26.0,50.0
265,18559,3-May-22,RT3,9,23.0,39.130434782608695
266,19558,3-May-22,RT3,9,21.0,42.857142857142854
267,16560,3-May-22,RT3,10,20.0,50.0
268,17559,3-May-22,RT3,10,16.0,62.5
269,17563,3-May-22,RT3,10,16.0,62.5
270,17561,3-May-22,RT3,12,19.0,63.1578947368421
271,19560,3-May-22,RT3,12,19.0,63.1578947368421
272,17560,3-May-22,RT3,11,25.0,44.0
273,18563,3-May-22,RT3,11,23.0,47.82608695652174
274,17564,3-May-22,RT3,11,24.0,45.83333333333333
275,17562,3-May-22,RT4,2,6.0,33.33333333333333
276,16558,3-May-22,RT4,2,3.0,66.66666666666666
277,19563,3-May-22,RT4,4,6.0,66.66666666666666
278,19561,3-May-22,RT4,4,7.0,57.14285714285714
279,18561,3-May-22,RT4,5,9.0,55.55555555555556
280,16561,3-May-22,RT4,7,10.0,70.0
281,17560,3-May-22,RT4,7,13.0,53.84615384615385
282,19559,3-May-22,RT4,1,3.0,33.33333333333333
283,17564,3-May-22,RT4,7,17.0,41.17647058823529
284,18560,3-May-22,RT4,9,15.0,60.0
285,19560,3-May-22,RT4,10,16.0,62.5
286,18559,3-May-22,RT4,9,19.0,47.368421052631575
287,17563,3-May-22,RT4,11,19.0,57.89473684210527
288,19562,3-May-22,RT4,9,14.0,64.28571428571429
289,17559,3-May-22,RT4,10,14.0,71.42857142857143
290,18558,3-May-22,RT4,10,20.0,50.0
291,18562,3-May-22,RT4,12,20.0,60.0
292,18563,3-May-22,RT4,8,18.0,44.44444444444444
293,16563,3-May-22,RT4,11,18.0,61.111111111111114
294,16559,3-May-22,RT4,11,18.0,61.111111111111114
295,16562,3-May-22,RT4,3,6.0,50.0
296,17558,3-May-22,RT4,3,6.0,50.0
297,16560,3-May-22,RT4,3,7.0,42.857142857142854
298,19558,3-May-22,RT4,3,7.0,42.857142857142854
299,17561,3-May-22,RT4,3,4.0,75.0
300,19563,4-May-22,RT3,15,29.0,51.724137931034484
301,18560,4-May-22,RT1,20,30.0,66.66666666666666
302,19562,4-May-22,RT1,17,30.0,56.666666666666664
303,19563,4-May-22,RT1,14,30.0,46.666666666666664
304,17558,4-May-22,RT1,9,19.0,47.368421052631575
305,16558,4-May-22,RT1,13,19.0,68.42105263157895
306,17560,4-May-22,RT1,22,40.0,55.00000000000001
307,19558,4-May-22,RT1,15,40.0,37.5
308,19560,4-May-22,RT1,16,26.0,61.53846153846154
309,17561,4-May-22,RT1,15,26.0,57.692307692307686
310,16560,4-May-22,RT1,17,34.0,50.0
311,16561,4-May-22,RT1,11,18.0,61.111111111111114
312,16562,4-May-22,RT1,16,31.0,51.61290322580645
313,16563,4-May-22,RT1,28,41.0,68.29268292682927
314,17559,4-May-22,RT1,19,32.0,59.375
315,17562,4-May-22,RT1,9,20.0,45.0
316,17563,4-May-22,RT1,16,25.0,64.0
317,18558,4-May-22,RT1,7,15.0,46.666666666666664
318,18559,4-May-22,RT1,18,42.0,42.857142857142854
319,18561,4-May-22,RT1,22,33.0,66.66666666666666
320,18562,4-May-22,RT1,25,38.0,65.78947368421053
321,18563,4-May-22,RT1,16,27.0,59.25925925925925
322,19559,4-May-22,RT1,12,24.0,50.0
323,19561,4-May-22,RT1,16,36.0,44.44444444444444
324,17564,4-May-22,RT1,7,16.0,43.75
325,19562,4-May-22,RT2,14,23.0,60.86956521739131
326,18563,4-May-22,RT2,16,29.0,55.172413793103445
327,17561,4-May-22,RT2,21,36.0,58.333333333333336
328,17558,4-May-22,RT2,27,50.0,54.0
329,16562,4-May-22,RT2,21,43.0,48.837209302325576
330,16561,4-May-22,RT2,15,24.0,62.5
331,16558,4-May-22,RT2,14,22.0,63.63636363636363
332,19560,4-May-22,RT2,21,38.0,55.26315789473685
333,16563,4-May-22,RT2,23,38.0,60.526315789473685
334,16559,4-May-22,RT2,28,41.0,68.29268292682927
335,19559,4-May-22,RT2,22,41.0,53.65853658536586
336,19558,4-May-22,RT2,18,39.0,46.15384615384615
337,17559,4-May-22,RT2,23,39.0,58.97435897435898
338,16560,4-May-22,RT2,20,34.0,58.82352941176471
339,18562,4-May-22,RT2,22,34.0,64.70588235294117
340,18559,4-May-22,RT2,19,44.0,43.18181818181818
341,17563,4-May-22,RT2,29,44.0,65.9090909090909
342,17562,4-May-22,RT2,11,30.0,36.666666666666664
343,18558,4-May-22,RT2,16,30.0,53.333333333333336
344,17564,4-May-22,RT2,18,40.0,45.0
345,18561,4-May-22,RT2,25,40.0,62.5
346,18560,4-May-22,RT2,28,40.0,70.0
347,17560,4-May-22,RT2,20,45.0,44.44444444444444
348,19561,4-May-22,RT2,21,45.0,46.666666666666664
349,19563,4-May-22,RT2,20,45.0,44.44444444444444
350,16559,4-May-22,RT1,21,30.0,70.0
351,19562,4-May-22,RT3,20,29.0,68.96551724137932
352,19561,4-May-22,RT3,13,29.0,44.827586206896555
353,18562,4-May-22,RT3,16,29.0,55.172413793103445
354,17558,4-May-22,RT3,12,27.0,44.44444444444444
355,17562,4-May-22,RT3,9,27.0,33.33333333333333
356,19559,4-May-22,RT3,14,27.0,51.85185185185185
357,16559,4-May-22,RT3,19,32.0,59.375
358,16558,4-May-22,RT3,6,8.0,75.0
359,18561,4-May-22,RT3,16,25.0,64.0
360,18560,4-May-22,RT3,17,24.0,70.83333333333334
361,17563,4-May-22,RT3,8,16.0,50.0
362,17564,4-May-22,RT3,8,24.0,33.33333333333333
363,16561,4-May-22,RT3,14,21.0,66.66666666666666
364,17560,4-May-22,RT3,14,25.0,56.00000000000001
365,18558,4-May-22,RT3,14,26.0,53.84615384615385
366,19558,4-May-22,RT3,9,21.0,42.857142857142854
367,16560,4-May-22,RT3,10,20.0,50.0
368,17561,4-May-22,RT3,10,19.0,52.63157894736842
369,18559,4-May-22,RT3,10,23.0,43.47826086956522
370,16563,4-May-22,RT3,12,20.0,60.0
371,17559,4-May-22,RT3,12,16.0,75.0
372,16562,4-May-22,RT3,11,18.0,61.111111111111114
373,18563,4-May-22,RT3,11,23.0,47.82608695652174
374,19560,4-May-22,RT3,11,19.0,57.89473684210527
375,17562,4-May-22,RT4,2,6.0,33.33333333333333
376,19559,4-May-22,RT4,2,3.0,66.66666666666666
377,16558,4-May-22,RT4,2,3.0,66.66666666666666
378,18561,4-May-22,RT4,4,9.0,44.44444444444444
379,16561,4-May-22,RT4,5,10.0,50.0
380,17560,4-May-22,RT4,6,13.0,46.15384615384615
381,17564,4-May-22,RT4,9,17.0,52.94117647058824
382,18560,4-May-22,RT4,10,15.0,66.66666666666666
383,19560,4-May-22,RT4,11,16.0,68.75
384,18559,4-May-22,RT4,8,19.0,42.10526315789473
385,17563,4-May-22,RT4,11,19.0,57.89473684210527
386,19562,4-May-22,RT4,8,14.0,57.14285714285714
387,17559,4-May-22,RT4,9,14.0,64.28571428571429
388,18558,4-May-22,RT4,11,20.0,55.00000000000001
389,18562,4-May-22,RT4,12,20.0,60.0
390,18563,4-May-22,RT4,8,18.0,44.44444444444444
391,16563,4-May-22,RT4,12,18.0,66.66666666666666
392,16559,4-May-22,RT4,11,18.0,61.111111111111114
393,16562,4-May-22,RT4,3,6.0,50.0
394,17558,4-May-22,RT4,3,6.0,50.0
395,19563,4-May-22,RT4,3,6.0,50.0
396,16560,4-May-22,RT4,3,7.0,42.857142857142854
397,19558,4-May-22,RT4,3,7.0,42.857142857142854
398,19561,4-May-22,RT4,3,7.0,42.857142857142854
399,17561,4-May-22,RT4,3,4.0,75.0
400,16559,5-May-22,RT1,16,30.0,53.333333333333336
401,18560,5-May-22,RT1,15,30.0,50.0
402,19562,5-May-22,RT1,19,30.0,63.33333333333333
403,19563,5-May-22,RT1,14,30.0,46.666666666666664
404,17558,5-May-22,RT1,10,19.0,52.63157894736842
405,16558,5-May-22,RT1,12,19.0,63.1578947368421
406,17560,5-May-22,RT1,20,40.0,50.0
407,19558,5-May-22,RT1,18,40.0,45.0
408,19560,5-May-22,RT1,18,26.0,69.23076923076923
409,17561,5-May-22,RT1,15,26.0,57.692307692307686
410,16560,5-May-22,RT1,17,34.0,50.0
411,16561,5-May-22,RT1,13,18.0,72.22222222222221
412,16562,5-May-22,RT1,15,31.0,48.38709677419355
413,16563,5-May-22,RT1,30,41.0,73.17073170731707
414,17559,5-May-22,RT1,21,32.0,65.625
415,17562,5-May-22,RT1,8,20.0,40.0
416,17563,5-May-22,RT1,18,25.0,72.0
417,18558,5-May-22,RT1,8,15.0,53.333333333333336
418,18559,5-May-22,RT1,16,42.0,38.095238095238095
419,18561,5-May-22,RT1,25,33.0,75.75757575757575
420,18562,5-May-22,RT1,24,38.0,63.1578947368421
421,18563,5-May-22,RT1,14,27.0,51.85185185185185
422,19559,5-May-22,RT1,13,24.0,54.166666666666664
423,19561,5-May-22,RT1,17,36.0,47.22222222222222
424,17564,5-May-22,RT1,6,16.0,37.5
425,19562,5-May-22,RT2,15,23.0,65.21739130434783
426,18563,5-May-22,RT2,14,29.0,48.275862068965516
427,17561,5-May-22,RT2,25,36.0,69.44444444444444
428,17558,5-May-22,RT2,29,50.0,57.99999999999999
429,16562,5-May-22,RT2,20,43.0,46.51162790697674
430,16561,5-May-22,RT2,15,24.0,62.5
431,16558,5-May-22,RT2,13,22.0,59.09090909090909
432,19560,5-May-22,RT2,27,38.0,71.05263157894737
433,16563,5-May-22,RT2,25,38.0,65.78947368421053
434,16559,5-May-22,RT2,24,41.0,58.536585365853654
435,19559,5-May-22,RT2,23,41.0,56.09756097560976
436,19558,5-May-22,RT2,20,39.0,51.28205128205128
437,17559,5-May-22,RT2,26,39.0,66.66666666666666
438,16560,5-May-22,RT2,19,34.0,55.88235294117647
439,18562,5-May-22,RT2,22,34.0,64.70588235294117
440,18559,5-May-22,RT2,22,44.0,50.0
441,17563,5-May-22,RT2,28,44.0,63.63636363636363
442,17562,5-May-22,RT2,13,30.0,43.333333333333336
443,18558,5-May-22,RT2,15,30.0,50.0
444,17564,5-May-22,RT2,18,40.0,45.0
445,18561,5-May-22,RT2,26,40.0,65.0
446,18560,5-May-22,RT2,26,40.0,65.0
447,17560,5-May-22,RT2,20,45.0,44.44444444444444
448,19561,5-May-22,RT2,21,45.0,46.666666666666664
449,19563,5-May-22,RT2,22,45.0,48.888888888888886
450,19563,5-May-22,RT3,14,29.0,48.275862068965516
451,19562,5-May-22,RT3,19,29.0,65.51724137931035
452,19561,5-May-22,RT3,14,29.0,48.275862068965516
453,18562,5-May-22,RT3,18,29.0,62.06896551724138
454,17558,5-May-22,RT3,14,27.0,51.85185185185185
455,17562,5-May-22,RT3,11,27.0,40.74074074074074
456,19559,5-May-22,RT3,14,27.0,51.85185185185185
457,16559,5-May-22,RT3,20,32.0,62.5
458,16558,5-May-22,RT3,4,8.0,50.0
459,18561,5-May-22,RT3,15,25.0,60.0
460,18560,5-May-22,RT3,16,24.0,66.66666666666666
461,17560,5-May-22,RT3,13,25.0,52.0
462,16563,5-May-22,RT3,14,20.0,70.0
463,16562,5-May-22,RT3,9,18.0,50.0
464,19558,5-May-22,RT3,9,21.0,42.857142857142854
465,16560,5-May-22,RT3,10,20.0,50.0
466,17559,5-May-22,RT3,10,16.0,62.5
467,17563,5-May-22,RT3,10,16.0,62.5
468,18559,5-May-22,RT3,10,23.0,43.47826086956522
469,16561,5-May-22,RT3,12,21.0,57.14285714285714
470,18558,5-May-22,RT3,12,26.0,46.15384615384615
471,19560,5-May-22,RT3,12,19.0,63.1578947368421
472,17564,5-May-22,RT3,12,24.0,50.0
473,17561,5-May-22,RT3,11,19.0,57.89473684210527
474,18563,5-May-22,RT3,11,23.0,47.82608695652174
475,19559,5-May-22,RT4,2,3.0,66.66666666666666
476,16558,5-May-22,RT4,2,3.0,66.66666666666666
477,16560,5-May-22,RT4,4,7.0,57.14285714285714
478,19561,5-May-22,RT4,4,7.0,57.14285714285714
479,18561,5-May-22,RT4,5,9.0,55.55555555555556
480,16561,5-May-22,RT4,6,10.0,60.0
481,17560,5-May-22,RT4,6,13.0,46.15384615384615
482,17564,5-May-22,RT4,7,17.0,41.17647058823529
483,18560,5-May-22,RT4,10,15.0,66.66666666666666
484,19560,5-May-22,RT4,10,16.0,62.5
485,18559,5-May-22,RT4,8,19.0,42.10526315789473
486,17563,5-May-22,RT4,12,19.0,63.1578947368421
487,19562,5-May-22,RT4,9,14.0,64.28571428571429
488,17559,5-May-22,RT4,8,14.0,57.14285714285714
489,18558,5-May-22,RT4,11,20.0,55.00000000000001
490,18562,5-May-22,RT4,12,20.0,60.0
491,18563,5-May-22,RT4,10,18.0,55.55555555555556
492,16563,5-May-22,RT4,12,18.0,66.66666666666666
493,16559,5-May-22,RT4,13,18.0,72.22222222222221
494,16562,5-May-22,RT4,3,6.0,50.0
495,17558,5-May-22,RT4,3,6.0,50.0
496,17562,5-May-22,RT4,3,6.0,50.0
497,19563,5-May-22,RT4,3,6.0,50.0
498,19558,5-May-22,RT4,3,7.0,42.857142857142854
499,17561,5-May-22,RT4,3,4.0,75.0
500,16559,6-May-22,RT1,21,30.0,70.0
501,18560,6-May-22,RT1,20,30.0,66.66666666666666
